ˈwaɪz.li	wisely
ˈleɪə(r)	layer
kroʊ	crow
ˈseɪfti	safety
ˈɡet.əʊ	ghetto
ˈɡlɪt̬.ɚ	glitter
ˈskel.ɪ.tən	skeleton
fɑːt	fought,fart
ˌsɪksˈtiːn	sixteen
waɪp	wipe
fɔːk	fork
ˈroʊ.bɑːt	robot
ɪˈluː.ʒən	illusion
bloʊ	blow
ˈkɑːnsntreɪt	concentrate
dɪˈkeɪ	decay
ˈkɒntest	contest
fəˈbɪd.ən	forbidden
ˈdraʊ.zi	drowsy
klɪntʃ	clinch
swɪtʃ	switch
slɪm	slim
ˈtrɔː.mə	trauma
ˈkaʊn.səl.ɪŋ	counselling
hɜːd	herd
iːl	eel
ˈdiː.mən	demon
ˌaʊtˈspəʊ.kən	outspoken
ˈpɒp.i	poppy
kɑːrd	card
ˈhɑːmfl	harmful
ˈʃaɪni	shiny
piːtʃ	peach
dɪˈlɪŋ.kwənt	delinquent
ˈstʌb.əl	stubble
ˈkætʃ.i	catchy
ˈbʊtʃ.ər	butcher
ˈdres.ɪŋ	dressing
jəʊk	yolk,yoke
ɪmˈbjuː	imbue
ʃer	share
ˌriːəˈlɪstɪk	realistic
ˈkɑːnstənt	constant
juˈnaɪt	unite
sɪˈrɪndʒ	syringe
ˈplæt.nəm	platinum
ˈrʌɡ.bi	rugby
ˈdʒɒl.i	jolly
ˈɔːɡən	organ
ˈhaʊs.meɪd	housemaid
ɪnˈdjʊər	endure
ˈfoʊtəɡræf	photograph
ɡrəʊn	groan
ˈrʌnər	runner
prəˈfeʃənl	professional
ˈbræn.di	brandy
prəˈdjuːs	produce
ɡriːt	greet
ˈæspekt	aspect
bɪrd	beard
keɪs	case
əˈmjuːz.mənt	amusement
ˈfəʊ.li.ɪdʒ	foliage
ˈekstrækt	extract
ˈnuːzpeɪpər	newspaper
ˌɒk.jʊˈpeɪ.ʃən	occupation
ˈɡʊd.i	goody
ˈkɜːrəntli	currently
briːz	breeze
ˈɪn.bɔːrn	inborn
ˈnɔɪzi	noisy
ˈtaʊər	tower
pərˈtɪkjələrli	particularly
hjuːˈmɪl.i.eɪ.tɪd	humiliated
lʌst	lust
prɪˈpɒs.tər.əs	preposterous
ɪˈvæp.ər.eɪt	evaporate
peɪdʒ	page
ɪksˈtʃeɪndʒ	exchange
ˈfæs.ɪ.neɪ.tɪŋ	fascinating
ˈfjʊə.ri	fury
fluːk	fluke
mɪns	mince
ˈrɪvər	river
njuːd	nude
ˈdʒaɪənt	giant
lɑːk	lock,lark
fjuːm	fume
ˈdaʊn.raɪt	downright
mɪlk	milk
ˌrek.riˈeɪ.ʃən	recreation
ɪnˈhɪb.ɪt	inhibit
ˈpes.tər	pester
ˈɔː.dəl.i	orderly
hɔːs	horse,hoarse
dɪˈvɪʒn	division
ˈsəʊ.lər	solar
ɪˈvæl.ju.eɪt	evaluate
ˈventʃər	venture
ˈkɑː.blɚ	cobbler
hæŋ	hang
ɡəˈlænt	gallant
ˈdɜː.ti.nəs	dirtiness
æθˈlet.ɪk	athletic
ˈlɪt.ər.əl.i	literally
ˈnjuː.mə.rəs	numerous
kənˈfɔː.mɪ.ti	conformity
ˈkɑːndʌkt	conduct
ˈdɪr.ɪst	dearest
ˌsepəˈreɪʃn	separation
ˈnoʊbədi	nobody
ˈrɪd.əns	riddance
ˈspæt̬.ɚ	spatter
ˈmɒk.ɪŋ	mocking
fʌs	fuss
ʃaɪn	shine
prəˈtek.tɪv	protective
ˌdɪsˈsɪm.ɪ.lər	dissimilar
ˈhjuː.mɪd	humid
rest	rest,wrest
waɪld	wild
ɪnˈtenʃn	intention
ˈdaɪ.ə.lɒɡ	dialogue
ɡɜːrl	girl
ˈbjʊə.rəʊ	bureau
əˈdɒp.ʃən	adoption
ˈbjuːtɪfli	beautifully
snɔːr	snore
fɪɡ	fig
kəʊˈɒp.ər.eɪt	cooperate
ˈbriːfli	briefly
lɪmp	limp
ˌkɒm.prɪˈhen.sɪv	comprehensive
ˈrep.rɪ.mɑːnd	reprimand
ˈræn.sɪd	rancid
nɜːs	nurse
ˈtelɪfoʊn	telephone
ken	ken
ɪˈlekt	elect
swiːp	sweep
ˈfɑː.səl	fossil
draɪ	dry
ɪɡˈzɒlt	exalt
smɪər	smear
ˈedɪtər	editor
ˈnjuːli	newly
hʌŋk	hunk
ˈvɑː.nɪʃ	varnish
ˌkɔːr.ɪˈspɑːnd	correspond
mæɡˈnet.ɪk	magnetic
wɔːl	wall
ˈɪnəsnt	innocent
ˈmet.rɪk	metric
ˈlæt.rəl	lateral
spaɪər	spire
ˈɑːr.ɡɑːn	argon
kəʊˈhɪər	cohere
ˈaʊt.breɪk	outbreak
ˈtɔːrɪst	tourist
maʊs	mouse
ɪmˈpɔːrtns	importance
ˈvɒm.ɪt	vomit
kənˈvɪkt	convict
ɪmˈprɒp.ər	improper
fəˈmɪliə(r)	familiar
ˈɪntrəst	interest
ˈkʌmfət	comfort
ˈɪndɔː(r)	indoor
ˈəʊ.vəl.i	overly
ˈvaɪ.ə.bl̩	viable
ˈbæn.ɪʃ	banish
ˈʌndər	under
əˈpærənt	apparent
ˈɡɔːnt.lət	gauntlet
ˈpɪəriəd	period
ɪnˈkɜːrɪdʒ	encourage
ˈheð.ər	heather
kənˈtem	contemn
ˈfɜːrðər	further
ˈspær.əʊ	sparrow
pə(r)	per
skruː	screw
ˈskeə.ri	scary
ˈprɑːpərti	property
swɪm	swim
ˈbiː.ɪŋ	being
ˈɪntərvl	interval
fiːt	feet,feat
ˈædʌlt	adult
ˈkʌt.lə.ri	cutlery
ˈstɒk.ɪŋ	stocking
dɪˈspruːv	disprove
ˈɪd.i.ət	idiot
ˈtʃæptə(r)	chapter
kəˈmɪz.ə.reɪt	commiserate
kəˈrɪr	career
ˈdʒʊə.ri	jury
ˈɔː.rə	aura
ˈɑː.blɑːŋ	oblong
ˈriːəli	really
θrəʊt	throat
əbˈteɪn	obtain
ˈpɑːlɪʃ	polish
ɪnˈtes.tɪn	intestine
ˈreɪ.ʃəl	racial
ɒf	off
bæŋk	bank
kəʊld	cold
dəˈrekʃn	direction
rɪˈmɑːrk	remark
ʌnˈtaɪdi	untidy
həʊp	hope
kəʊt	coat
ˈprɪm.ɪ.tɪv	primitive
hɑːθ	hearth
ˈvæk.siːn	vaccine
prəˈseʃ.ən	procession
ˈkɑːmən	common
kɑːrp	carp
ˈlæs.tɪŋ	lasting
dɪˈsɪn.trə.stɪd	disinterested
ˌɪnəˈbɪləti	inability
mæst	mast
səbˈtrækt	subtract
ˌʌpˈsteəz	upstairs
ˈseɪlɪŋ	sailing
ˌmæθəˈmætɪks	mathematics
ænˈtɑːk.tɪk	antarctic
ˌbes.tiˈæl.ə.ti	bestiality
kənˈsiːl.mənt	concealment
ˈnɜːrvəs	nervous
ˈɡreɪtfl	grateful
praɪm	prime
ɡlɪtʃ	glitch
ˈmɔː.səl	morsel
ˈdaɪ.ə.tər.i	dietary
rɪˈspekt	respect
drɔː	draw
wɑːʃ	wash
prɪˈskrɪp.ʃən	prescription
ˌriːˈsaɪ.klɪŋ	recycling
ˈlɑː.ðər	lather
ˈhæm.pər	hamper
fækt	fact
ˈhedeɪk	headache
nəʊˈvembə(r)	November
məˈnuː.vər	manoeuvre
ber	bear,bare
ˈmer.i	merry
ɔɪl	oil
dəʊz	doze
tɔːn	torn
tʃæp	chap
ˈpoʊətri	poetry
məˈsɑːʒ	massage
stiːl	steal,steel
ɪnˈʧɑːntmənt	enchantment
ˈbeɪs.ləs	baseless
dʒiˈɑːɡrəfi	geography
ˌɑːtʃˈbɪʃ.əp	archbishop
ˈɔːr.əl	oral
kənˈsent	consent
dɪˈpen.də.bl̩	dependable
ˈkʌn.stə.bl̩	constable
pʌf	puff
əbˈses.ɪv	obsessive
ˈrɪp.l̩	ripple
əˈbliːk	oblique
dɪsk	disk,disc
ˈækʃn	action
ˈtrædʒ.ə.di	tragedy
hɑːk	hawk
maɪ	my
ɪnˈsæn.ə.ti	insanity
ˈspeʃ.əl.ti	specialty
wɜːl	whirl
wɜːd	word
ədˈvɑːntɪdʒ	advantage
ˈfeɪvə(r)	favour
rɪˈtaɪəmənt	retirement
ˈhɔːr.moʊn	hormone
frəʊz	froze
ˈtræn.skrɪpt	transcript
ˈselɪbreɪt	celebrate
wɔːm	warm
ˈvaɪtl	vital
bleɪd	blade
ˈɔː.təʊ	auto
ˈbɒt.l̩d	bottled
ɪnˈvɒlv	involve
ˈsʌp.l̩	supple
əˈbrɪdʒ	abridge
ˈdʒʌŋ.ki	junkie
pərˈtɪkjələr	particular
ˈlektʃər	lecture
ˈdeɪ.taɪm	daytime
ˈhɑːrmfl	harmful
plæt	plait
rɔːŋ	wrong
nɔːθ	north
welθ	wealth
dɪˈstres	distress
ˈdɔː.step	doorstep
mɑːt	mart
huːt	hoot
kənˈsɜːn	concern
bɑːnd	bond
ˈɔː.kɪ.strə	orchestra
dɪˈteɪn	detain
kənˈtroʊl	control
dɪˈstrʌk.tɪv	destructive
ˈmoʊbl	mobile
ˌprɑː.bəˈbɪl.ə.t̬i	probability
skɪd	skid
ˈdɒl.fɪn	dolphin
ˈrɑːz.bər.i	raspberry
ˈevribɑːdi	everybody
riˈæləti	reality
dɪˈzɑːstə(r)	disaster
ɑːpt	opt
daɪər	dire
fərˈɡet	forget
ˈpaɪ.ə.ti	piety
məˈtjʊər	mature
pek	peck
ˈmæn.jʊ.skrɪpt	manuscript
paʊt	pout
ɡɒd	God
sɪˈleb.rɪ.ti	celebrity
ˌiː.kəˈnɒm.ɪ.kəl	economical
ˈtʃæt.ər	chatter
əˈplen.ti	aplenty
ˈlɔːri	lorry
ˈvɪzɪtə(r)	visitor
dɪˈstɜːb	disturb
ˈlɪmɪtɪd	limited
ˈsetl	settle
siːk	seek
sniːk	sneak
mjuˈzɪʃn	musician
ˈæksent	accent
ɪnˈlɑːdʒ.mənt	enlargement
kəmˈplaɪ.əns	compliance
ˈaʊt.let	outlet
ˈstɔːri	story
sɪˈvɪl.i.ən	civilian
ˈelɪveɪtə(r)	elevator
ˌwiːkˈend	weekend
səˈkjʊrəti	security
ˈpeɪpə(r)	paper
laʊd	loud
ˈɑːmi	army
ˈleðə(r)	leather
ˈprɒs.tɪ.tjuːt	prostitute
ˈjʊr.ɪn	urine
ˈpreznt	present
ɪˈlæb.ər.ət	elaborate
wɒd	wad
ˈblæk.meɪl	blackmail
tʃɑːrt	chart
hɪˈstɔː.ri.ən	historian
ˈprɪntə(r)	printer
ˈfɒs.tər	foster
ˈiː.zəl	easel
ˈfliː.tɪŋ	fleeting
ˈækses	access
ˈsmoʊkɪŋ	smoking
həʊst	host
ɪnˈsʌltɪŋ	insulting
rɪˈzɔː.sfəl	resourceful
rʌsl̩	rustle
ˈsʌŋ.kən	sunken
ˈbæs.kɪt	basket
ˈlʌvli	lovely
ˈkrɪmɪnl	criminal
ˈɪn.stɪŋkt	instinct
əˈdʒɜːn	adjourn
ˈɔː.fən	orphan
kləʊk	cloak
hɜːrt	hurt
prɪˈsaɪsli	precisely
pɚˈsen.t̬ɪdʒ	percentage
ˈpez.ənt	peasant
ˈæb.də.mən	abdomen
ˌʌnˈeθ.ɪ.kəl	unethical
klɒt	clot
ˈsɜː.kəm.skraɪb	circumscribe
nest	nest
ˈeɪ.prən	apron
ˈɑːt.fəl	artful
vekˈseɪ.ʃən	vexation
fɒnd	fond
ˈpɑːti	party
pʌŋk	punk
ˈfæs.ɪt	facet
ˈveɪ.kənt	vacant
ˈkɑːr.ɡoʊ	cargo
ˈkɑːn.dəm	condom
ˈdɪdʒ.ɪ.təl	digital
fər	for
dɪsˈɡʌstɪd	disgusted
bʌmp	bump
ˈdɪfɪkəlti	difficulty
ˈdʒep.ə.di	jeopardy
fɪrs	fierce
ˈdɒdʒ.i	dodgy
ˈsɜːvənt	servant
ˈrefjuːs	refuse,refuse
ˌdɪstrɪˈbjuːʃn	distribution
dres	dress
ˈoʊnli	only
ɪnˌvestɪˈɡeɪʃn	investigation
fəʊk	folk
ˈænjuəl	annual
ˈmɪnərəl	mineral
pəˈrɪm.ɪ.tər	perimeter
hætʃ	hatch
ʃi	she
dɪˈvaʊt	devout
ˈspeʃ.əl.aɪz	specialize
ɪnˈfɔːsmənt	enforcement
ˈprɒm.ɪ.nənt	prominent
ʌnˈkʌmftəbl	uncomfortable
ˈpʌmp.kɪn	pumpkin
rɪˈspektɪvli	respectively
ˈsʌk.ʃən	suction
ˈdəʊ.sɪdʒ	dosage
ˈbreɪ.zən	brazen
klaʊt	clout
skweə(r)	square
ˈpæsɪdʒ	passage
ˈren.təl	rental
daʊt	doubt
ˈrəʊ.zi	rosy
ɪˈnæd.ɪ.kwə.si	inadequacy
pəˈsɪf.ɪk	pacific
bʊˈkeɪ	bouquet
əˈkweɪnt	acquaint
ˈsɑːv.rən	sovereign
ˈpek.tər.əl	pectoral
ˈwepən	weapon
ˈdeɪ.zi	daisy
ɔːb	orb
əbˈzɜːv	observe
ˈnesəsəri	necessary
ˈreskjuː	rescue
snæp	snap
ˈæd.mɪ.rəl	admiral
ˈdɪt̬.oʊ	ditto
wi	we
ˈnaɪ.tɪŋ.ɡeɪl	nightingale
ˈɒp.rə	opera
mɑːsk	mosque,mask
fæks	fax
skæn	scan
strəˈtiː.dʒɪk	strategic,strategic
ˈdaʊ.ri	dowry
ˈkɒntrækt	contract
skælp	scalp
ˈleɪ.aʊt	layout
bɝːθ	berth,berth
ˈket.l̩	kettle
ˈrɪs.ki	risky
ˈder.i	dairy
ˈmʌs.tæʃ	moustache
ˈmɒn.ə.ki	monarchy
ˈedʒukeɪtɪd	educated
wɒn	wan
ˈmoʊstli	mostly
temp	temp
ˈstɑː.lɪŋ	starling
ʌnˈhel.θi	unhealthy
ˈwʌn.də.fəl.i	wonderfully
ˈhɔːl.weɪ	hallway
ˈdʒækɪt	jacket
ˈkwɔːrtər	quarter
ˈsɒk.ɪt	socket
ˈtɪs.juː	tissue
ˌsuː.pəˈnætʃ.ər.əl	supernatural
ˌrɪˈleɪ	relay
ˈtwen.tiz	twenties
kəˈrekt	correct
ˈkiː.nəʊt	keynote
ˈɡrʌm.pi	grumpy
ˈkɔː.pər.əl	corporal
ˈtʃɪəˌliː.dər	cheerleader
dɪˈskred.ɪt	discredit
næk	knack
ˈstəʊ.kər	stoker
fiːl	feel
ruːd	rude
ˈmeɪnli	mainly
ˈvɜːʃn	version
ˈʌpər	upper
ˈlemən	lemon
ˌʌn.əˈvɔɪ.də.bl̩	unavoidable
breθ	breath
ˈpɜː.tɪ.nənt	pertinent
fʊlˈfɪl	fulfil
ˈbɒk.sɪŋ	boxing
ˈaʊtpʊt	output
tʃɔːr	chore
prəˈfaʊnd	profound
kənˈsiːl	conceal
leŋθ	length
ədˈmɪn.ɪ.stər	administer
ˈʌndərwer	underwear
ˈbəʊ.lɪŋ	bowling
wuː	woo
ˈsmʌɡ.l̩	smuggle
sæd	sad
ˈfaɪ.lɪŋ	filing
ˌɔːltəˈɡeðər	altogether
ˌkɒn.trəˈsep.tɪv	contraceptive
ˈrʌn.ə.weɪ	runaway
ˈɡrædʒuəli	gradually
pəˈrəʊl	parole
ˈwɪʃfʊl	wishful
ˌæp.rəˈbeɪ.ʃən	approbation
kəˈmɪti	committee
ˈpɔɪzn	poison
ɑːrmd	armed
əˈreɪndʒmənt	arrangement
ɪˈnɪʃətɪv	initiative
ˈpɑːp.kɔːrn	popcorn
ˈper.ə.ɡræf	paragraph
ɪkˈspɔːt	export
taɪm	time
twiːk	tweak
ˈɡrænsʌn	grandson
ˈtrɪn.ɪ.ti	Trinity
ˈleðər	leather
teɪnt	taint
ˌsuː.ɪˈsaɪ.dəl	suicidal
ˈbjuː.tɪ.faɪ	beautify
flæŋk	flank
riːk	reek
ˈstjuːdiəʊ	studio
rɪˈsɜːrtʃ	research
ˈkɔːrnər	corner
ɡləʊb	globe
əˈmend	amend
ˈtel.ɪ.ɡræm	telegram
ˌiː.kwɪˈlɪb.ri.əm	equilibrium
fɔːs	force
ˈpɒsəbl	possible
ˌekspləˈneɪʃn	explanation
ˈvæli	valley
ˈfæn.tə.si	fantasy
ˈsɪnəmə	cinema
ˈhɒk.i	hockey
ɪˈvɪkt	evict
ədˈhɪər	adhere
ˈɑːnɪstli	honestly
ˈkɜːli	curly
tɪlt	tilt
fəˈɡɪv.nəs	forgiveness
ˈlɪə.ri	leery
əˈrəʊ.mə	aroma
mɔːrˈəʊvə(r)	moreover
ˈlɒb.i	lobby
ˈdʒʌm.pər	jumper
əbˈdʒektɪv	objective
bɑːrb	barb
fliː	flee,flea
ˈruːlə(r)	ruler
ˈnevər	never
ˈbiː.tl̩	beetle
fʌnd	fund
bəˈnɑː.nə	banana
ˈkɑː.dɪ.nəl	cardinal
əˈljʊər	allure
əˈpɪr	appear
ɪnˈstrʌkʃn	instruction
rɪˈstrɪkt	restrict
ˈkɑː.pi.ɚ	copier
ɪmˈpɒsəbl	impossible
ˈpɪt.fɔːl	pitfall
jʌŋ	young
fed	fed
ˈpɜːrmɪt	permit
ˈsel.si.əs	Celsius
ˈæktʃuəl	actual,actual
ˈrəʊ.ən	rowan
ˈiə.fəʊnz	earphones
fɔːrm	form
ɪnˈspek.tər	inspector
ˌkjʊr.iˈɑː.sə.t̬i	curiosity
ˈɡreɪ.ʃəs	gracious
ˈviː.zə	visa
bɪˈliː.vər	believer
əˈsʌn.dər	asunder
miːl	meal
ˈvəʊ.tɪŋ	voting
ˈbɑː.si	bossy
ˌref.əˈriː	referee
ˈkwɔːtə(r)	quarter
kræp	crap
ˈɡælən	gallon
ɪˈmjuːn	immune
ɑːˈdæs.ə.t̬i	audacity
truːθ	truth
drəʊv	drove
ˌɪntəˈrʌpt	interrupt
ˈfeɪljə(r)	failure
ˈtriː.ti	treaty
ˌkɒn.trəˈdɪk.ʃən	contradiction
raɪnd	rind
ˈʃɑːpɪŋ	shopping
kwɪlt	quilt
ɪnˈkʌm.bər	encumber
pɚˈfʌŋk.tɚ.i	perfunctory
sekt	sect
ˈrestrɒnt	restaurant
hens	hence
ɪˌlekˈtrɒnɪk	electronic
ˈseɪ.vər	savour
ˈtɒp.ləs	topless
ɡlænd	gland
weɪst	waste,waist
ˈreɪ.tɪŋ	rating
ˈdrɒp.ər	dropper
ˈpɜː.pə.treɪt	perpetrate
ˈkɒpi	copy
ˈtem.pl̩	temple
rɪˈsɪp.i.ənt	recipient
ˈbrʌðə(r)	brother
əˈpiːl	appeal
rɪˈmeɪnɪŋ	remaining
fəˈtæl.ə.ti	fatality
prɪˈdɒm.ɪ.nənt	predominant
kʌlt	cult
ˈvɪlɪdʒ	village
ˈhaɪ.brɪd	hybrid
ˈpeɪn.ləs	painless
dʒɪn	gin
lɒɡ	log
ˈblʌn.dər	blunder
ˈʃʌd.ər	shudder
ɪkˈsaɪtɪŋ	exciting
bʊʃ	bush
ˌdɪsəˈpɔɪntɪd	disappointed
ˈventʃə(r)	venture
dɪˈskʌr.ɪdʒ	discourage
wɔː(r)	war
sæp	sap
ˈskruːˌdraɪ.vər	screwdriver
ɡɔːl	gall
ɪnˈsted	instead
ˌæk.jʊˈzeɪ.ʃən	accusation
θrəʊn	throne
prɪˈten.ʃəs	pretentious
rɪˈdʒɔɪs	rejoice
ˈɒk.tə.pəs	octopus
əˈlɒŋ	along
trʌŋk	trunk
ʌnˈiː.zi	uneasy
ˈnɒs.trəl	nostril
ˈdʒæk.əl	jackal
ˈmɜː.meɪd	mermaid
dʒɔɪnt	joint
ˈvɜː.dɪkt	verdict
ˈlɪb.ər.əl	liberal
ˈpriː.tʃər	preacher
woʊ	woe
frɑːθ	froth
ˈpʌl.vər.aɪz	pulverize
tʃɪr	cheer
ˈtɜː.bjʊ.lənt	turbulent
mɑːm	mom
vaɪs	vice
ˌmet.rəˈpɒl.ɪ.tən	metropolitan
dæns	dance
ˈɒrɪndʒ	orange
ˌɑːbzərˈveɪʃn	observation
dɪˈlɪvə(r)	deliver
ˈreəli	rarely
prəˈdjuːsə(r)	producer
ˈræŋ.ɡəl	wrangle
kənˈstruː	construe
moʊn	moan
ˈmædʒ.ɪ.streɪt	magistrate
wɜːr	were
ɪnˈfjʊə.ri.eɪt	infuriate
ˈlæk.sə.tɪv	laxative
skwiːz	squeeze
ˈæn.ti	anti,ante
ˈkæbɪnət	cabinet
ˈmɪŋ.ɡl̩	mingle
ˈbaɪˌstæn.dər	bystander
ˈpeɪpər	paper
ˈæbsəluːtli	absolutely
ˈtʃɑː.mɪŋ	charming
ˈɒrɪdʒɪn	origin
ˈɔːkwəd	awkward
ˈpɜːrsn	person
duː	due,dew
keɪp	cape
ˌkɒn.fəˈmeɪ.ʃən	confirmation
zæp	zap
ˈneɪm.ləs	nameless
nekst	next
ˈwʊd.i	woody
əˈdrɔɪt	adroit
plɑːd	plod
ˈproʊ.lɑːɡ	prologue
ˈpɝː.pə.treɪ.t̬ɚ	perpetrator
ɡrɪp	grip
əˈbjuːs	abuse
ˈdʒɜːrmən	German
dens	dense
ˈhiː.tər	heater
jaʊl	yowl
brəʊk	broke
ˈrɪɡ.l̩	wriggle
bɪˈkeɪm	became
wɜːrld	world
ˈpeərənt	parent
sleɪ	sleigh,slay
ˈstɑːr.t̬l̩	startle
ˈmæn.ər	manor
ˈkəʊ.vɜːt	covert
left	left
məˈlɪʃ.əs	malicious
ˈdʒʌstɪfaɪ	justify
stæk	stack
ˈsəʊ.ləʊ.ɪst	soloist
ˈbæl.ət	ballot
sweə(r)	swear
hɑː	haw
ˈster.i.əʊ	stereo
θret	threat
kəˈneɪ.di.ən	Canadian
ˈprel.juːd	prelude
ˈsɑːri	sorry
ədˈvæns	advance
bəʊlt	bolt
kɔːrd	cord,chord
trəʊl	troll
ˈfeə.nəs	fairness
ˈsevrəl	several
ˈkuː.pər	cooper
ˈdiː.lər	dealer
ˈmɑː.dɪst	modest
ˈkəʊ.kə.nʌt	coconut
ɪnˈtɪm.ɪ.deɪt	intimidate
kɔɪl	coil
ɪnˈdef.ɪ.nət	indefinite
ruːl	rule
ˈflaʊər	flower,flour
ˈvæljuː	value
kənˈsɜːrnɪŋ	concerning
ɪnˈteɪl	entail
fɑːrm	farm
weərˈevə(r)	wherever
baɪˈɒɡ.rə.fi	biography
ˈprem.ə.tʃər	premature
ˈɒp.ər.ə.tɪv	operative
əˈvɜː.ʃən	aversion
ˈfiː.bl̩	feeble
dəˈmeɪn	domain
ʃɑːt	shot
ˌhedˈkwɔː.tər	headquarter
ˈhæv.ək	havoc
ɔːˈdeɪ.ʃəs	audacious
ˈfɑːloʊɪŋ	following
ˈkɒm.ɪk	comic
ˈlɒt.ər.i	lottery
ʌnˈfɪn.ɪʃt	unfinished
spæŋk	spank
bruː	brew
ˈspaɪdə(r)	spider
mɑːk	mark,mock
vəʊt	vote
ˈbɔːrɪŋ	boring
ləʊn	loan,lone
skaʊt	scout
ˈʃæloʊ	shallow
ˈdʒɪt̬.ɚ	jitter
tʊk	took
ˌkɑː.bəʊˈhaɪ.dreɪt	carbohydrate
ˈrʊm.meɪt	roommate
ˈbiː.vər	beaver
lɔːn	lawn
ˈɪləstreɪt	illustrate
nəʊn	known
ˈwɔː.mɪŋ	warming
klɑːt	clot
ˈsiː.krə.tɪv	secretive
rɒmp	romp
ˈdʒɑːn.t̬i	jaunty
ˈsæləri	salary
ˈriːdər	reader
naɪˈiːv	naive
ˈpeɪ.tənt	patent
ˈɪr.loʊb	earlobe
ɡreɪd	grade
kənˈfjuːz	confuse
pɑːd	pod
əˈliː.vi.eɪt	alleviate
wel	well
helθ	health
miːnz	means
ˈswiːt.nəs	sweetness
ˈreɪ.vən	raven
ˈnevə(r)	never
ʃoʊn	shown
læd	lad
ˈblɒs.əm	blossom
ˈpaʊə.ləs	powerless
ˌkɑː.nəˈsɝː	connoisseur
ˈɡrɪ.məs	grimace
blɑːtʃ	blotch
ˈpet.jʊ.lənt	petulant
ˈpəʊst.mən	postman
ˈpɔː.tə.bl̩	portable
ˈtruː.ənt	truant
əˈləʊn	alone
wɜːrst	worst
ˈplænɪt	planet
ˈhɒləʊ	hollow
ˈbiː.kən	beacon
ˈbɪl.i.ədz	billiards
ˈkɒz.mɪk	cosmic
smɔːl	small
ˈprɒfɪt	profit
ˈkeɪ.ɒs	chaos
ˈdɔː.mən	doorman
ˈhiː.ðən	heathen
dʒuːˈdɪʃ.əs	judicious
ˈtrænspɔːt	transport
wɪɡ	wig
blend	blend
ˈɡleɪ.si.ɚ	glacier
ˌdaʊnˈsterz	downstairs
ˈwaɪdli	widely
ˈneɪʃn	nation
rɒd	rod
ˈmaɪ.krə.weɪv	microwave
ˈbæl.eɪ	ballet
əˈbɔː.ʃən	abortion
ˈspaɪr.əl	spiral
rɒk	rock
ˈɪn.flʌks	influx
kəˈset	cassette
slɪk	slick
ˈɪn.tɪ.mə.si	intimacy
ˌæn.tiˈsiː.dənt	antecedent
jɒt	yacht
ˈæktə(r)	actor
hɔːk	hawk
ʃæft	shaft
pleɪt	plate
ˈpjuː.bə.ti	puberty
pest	pest
nɔːrθ	north
æʃ	ash
əˈpɪrəns	appearance
ˈwɔː.dən	warden
ˈbriːðɪŋ	breathing
noʊp	nope
ˈvaɪələnt	violent
dʌst	dust
ˈtræk.tər	tractor
məˈtɜː.nəl	maternal
θroʊt	throat
ˈsʌt.əl	subtle
ɡrɪt	grit
ˈɡlʌt.ən.i	gluttony
werˈevər	wherever
ˈvæm.paɪər	vampire
ˈnʌt̬.i	nutty
kənˈtemprəri	contemporary
ɪˈmjuː.nɪ.ti	immunity
ˈɪntənet	internet
hɒsˈtɪl.ɪ.ti	hostility
ˈɡɜː.dl̩	girdle
ɪnˈkləʊz	enclose
ˈspiːkə(r)	speaker
ˈmæn.deɪt	mandate
ɪˈnɜːt	inert
siːdʒ	siege
daɪˈvɜːt	divert
ˈkrɪs.tʃən	Christian
ˈek.stə.si	ecstasy
ˈblʌs.tər	bluster
snɑːb	snob
skʌl	skull
sɪˈment	cement
ˈɡreɪv.jɑːd	graveyard
viːl	veal
ˈbluːˌbər.i	blueberry
ˌkɒn.səˈveɪ.ʃən	conservation
hed	head
ˈerər	error
ˌsɪɡəˈret	cigarette
kɑːn	con
ˈvɜːʒn	version
klɒɡ	clog
saʊnd	sound
ˌkæf.əˈtɪə.ri.ə	cafeteria
ˈlev.ɚ.ɪdʒ	leverage
ˈmɪdʒ.ɪt	midget
ˈdev.ə.steɪ.tɪd	devastated
ˈpæs.tə	pasta
ˈbɔː.dəm	boredom
ˌsʌb.dɪˈvaɪd	subdivide
ˈmɔɪs.tʃər	moisture
ɪˈstæb.lɪʃ.mənt	establishment
ˈɪnfluəns	influence
ˈper.ə.sɑːl	parasol
ˌbækˈfaɪər	backfire
ˈtæŋ.ɡl̩	tangle
ˈfaɪn.dɪŋ	finding
dwɔːf	dwarf
ɪˈstiːm	esteem
ɑːˈkeɪ.ɪk	Archaic,archaic
prɑːmpt	prompt
ˈpref.ɪs	preface
ɡeɪdʒ	gauge
ˈɡlɔː.rɪ.faɪ	glorify
nɒt	not,knot
ˈkɪl.ər	killer
kəmˈpæʃ.ən.ət	compassionate
ˌmɪsˈpleɪs	misplace
ˈped.ɪ.ɡriː	pedigree
ˈrʌm.ɪdʒ	rummage
hɪmˈself	himself
ˈkɒn.təm.pleɪt	contemplate
ˈfɪk.l̩	fickle
ˈnjuː.tri.ənt	nutrient
klɪf	cliff
ʌnˈrɪəl	unreal
twɪn	twin
ˈpɜːfɪktli	perfectly
ˈfriː.weɪ	freeway
ˈməʊtə(r)	motor
ˈduː.ə.bl̩	doable
ɔːr	or,oar,ore
reɪndʒ	range
wɝːm	worm
krɑːft	craft
tʃəʊz	chose
dɪˈmɒk.rə.si	democracy
